Response ID,Time Started,Date Submitted,Status,Language,"What's your experience with Web Components (custom elements, shadow DOM, etc.)?","Children changed callback:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Composed selection:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Constructable stylesheets & adoptedStyleSheets:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Cross-root ARIA:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS module scripts:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS Properties and Values API inside shadow root:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom attributes:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom CSS state:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom SVG/MathML elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative CSS modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative shadow DOM:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Form-Associated custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","HTML modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Imperative slot assignment:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Lazy custom element definitions:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Open styling of shadow roots:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Scoped element registries:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Styling children of slotted content:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Template instantiation and updating:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Theming:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)"
273,"Mar 29, 2023 10:32:45 am","Mar 29, 2023 10:32:45 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
274,"Mar 29, 2023 10:41:03 am","Mar 29, 2023 10:41:03 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know
275,"Mar 29, 2023 10:42:15 am","Mar 29, 2023 10:42:15 am",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
276,"Mar 29, 2023 10:47:58 am","Mar 29, 2023 10:47:58 am",Complete,English,,,,,,,,,,,,,,,,,,,,,,
277,"Mar 29, 2023 10:58:10 am","Mar 29, 2023 10:58:10 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
278,"Mar 29, 2023 10:58:25 am","Mar 29, 2023 10:58:25 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
279,"Mar 29, 2023 11:08:45 am","Mar 29, 2023 11:08:45 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I need this,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this
280,"Mar 29, 2023 11:10:09 am","Mar 29, 2023 11:10:09 am",Complete,English,Have used them,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I don't need this,I don't care/don't know,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this
281,"Mar 29, 2023 11:23:48 am","Mar 29, 2023 11:23:48 am",Complete,English,Have used them,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,
282,"Mar 29, 2023 11:27:14 am","Mar 29, 2023 11:27:14 am",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
283,"Mar 29, 2023 11:41:53 am","Mar 29, 2023 11:41:53 am",Complete,English,Have used them,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
284,"Mar 29, 2023 11:44:08 am","Mar 29, 2023 11:44:08 am",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
285,"Mar 29, 2023 11:54:09 am","Mar 29, 2023 11:54:09 am",Complete,English,Know about them,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know
286,"Mar 29, 2023 11:58:44 am","Mar 29, 2023 11:58:44 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
287,"Mar 29, 2023 12:00:15 pm","Mar 29, 2023 12:00:15 pm",Complete,English,Have used them,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't need this,I don't need this
288,"Mar 29, 2023 12:00:28 pm","Mar 29, 2023 12:00:28 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
289,"Mar 29, 2023 12:06:37 pm","Mar 29, 2023 12:06:37 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
290,"Mar 29, 2023 12:07:03 pm","Mar 29, 2023 12:07:03 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
291,"Mar 29, 2023 12:09:17 pm","Mar 29, 2023 12:09:17 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
292,"Mar 29, 2023 12:10:54 pm","Mar 29, 2023 12:10:54 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
293,"Mar 29, 2023 12:15:20 pm","Mar 29, 2023 12:15:20 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know
294,"Mar 29, 2023 12:16:57 pm","Mar 29, 2023 12:16:57 pm",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
295,"Mar 29, 2023 12:25:34 pm","Mar 29, 2023 12:25:34 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
296,"Mar 29, 2023 12:29:11 pm","Mar 29, 2023 12:29:11 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
297,"Mar 29, 2023 12:39:23 pm","Mar 29, 2023 12:39:23 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know
298,"Mar 29, 2023 12:43:07 pm","Mar 29, 2023 12:43:07 pm",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this
299,"Mar 29, 2023 12:46:44 pm","Mar 29, 2023 12:46:44 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
300,"Mar 29, 2023 12:48:41 pm","Mar 29, 2023 12:48:41 pm",Complete,English,Have used them,I don't need this,I don't need this,I don't need this,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I need this
301,"Mar 29, 2023 12:55:35 pm","Mar 29, 2023 12:55:35 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't need this
302,"Mar 29, 2023 12:55:52 pm","Mar 29, 2023 12:55:52 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
303,"Mar 29, 2023 12:57:05 pm","Mar 29, 2023 12:57:05 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this
304,"Mar 29, 2023 12:57:47 pm","Mar 29, 2023 12:57:47 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
305,"Mar 29, 2023 1:15:41 pm","Mar 29, 2023 1:15:41 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this
306,"Mar 29, 2023 1:21:15 pm","Mar 29, 2023 1:21:15 pm",Complete,English,Have used them,,,,,I need this,,I need this,,,I need this,,,,I need this,,,I need this,,,,I need this
307,"Mar 29, 2023 1:23:41 pm","Mar 29, 2023 1:23:41 pm",Complete,English,Know about them,I don't need this,I need this,I don't need this,I need this,I don't need this,I don't care/don't know,I don't need this,I don't need this,I need this,I don't care/don't know,,I don't need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't need this,I need this,I don't need this
308,"Mar 29, 2023 1:32:03 pm","Mar 29, 2023 1:32:03 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
309,"Mar 29, 2023 1:34:02 pm","Mar 29, 2023 1:34:02 pm",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
310,"Mar 29, 2023 1:37:49 pm","Mar 29, 2023 1:37:49 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
311,"Mar 29, 2023 1:46:54 pm","Mar 29, 2023 1:46:54 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
312,"Mar 29, 2023 1:52:02 pm","Mar 29, 2023 1:52:02 pm",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this
313,"Mar 29, 2023 1:52:02 pm","Mar 29, 2023 1:52:02 pm",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I don't care/don't know,,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
314,"Mar 29, 2023 1:54:07 pm","Mar 29, 2023 1:54:07 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know
315,"Mar 29, 2023 1:56:30 pm","Mar 29, 2023 1:56:30 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
316,"Mar 29, 2023 2:04:28 pm","Mar 29, 2023 2:04:28 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
317,"Mar 29, 2023 2:09:11 pm","Mar 29, 2023 2:09:11 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
318,"Mar 29, 2023 2:10:08 pm","Mar 29, 2023 2:10:08 pm",Complete,English,Have used them,I don't care/don't know,,,,I need this,,,I need this,,,,,,,,I need this,,,,I need this,I need this
319,"Mar 29, 2023 2:17:26 pm","Mar 29, 2023 2:17:26 pm",Complete,English,Have used them,I don't need this,I don't care/don't know,I need this,I don't need this,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I don't need this,I don't need this,I don't care/don't know,I don't need this,I don't care/don't know
320,"Mar 29, 2023 2:18:24 pm","Mar 29, 2023 2:18:24 pm",Complete,English,Have used them,I need this,I need this,I don't need this,,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,,I need this,I don't care/don't know,I need this,I need this
321,"Mar 29, 2023 2:31:25 pm","Mar 29, 2023 2:31:25 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
322,"Mar 29, 2023 2:32:17 pm","Mar 29, 2023 2:32:17 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
323,"Mar 29, 2023 2:33:01 pm","Mar 29, 2023 2:33:01 pm",Complete,English,Have used them,I don't need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't need this,I need this,I need this,I don't need this,I need this,I don't care/don't know,I need this
324,"Mar 29, 2023 2:34:38 pm","Mar 29, 2023 2:34:39 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
325,"Mar 29, 2023 2:42:00 pm","Mar 29, 2023 2:42:00 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't need this,I don't care/don't know,,I don't care/don't know,I don't care/don't know
326,"Mar 29, 2023 2:42:22 pm","Mar 29, 2023 2:42:22 pm",Complete,English,Have used them,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this
327,"Mar 29, 2023 2:43:01 pm","Mar 29, 2023 2:43:01 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
328,"Mar 29, 2023 2:46:34 pm","Mar 29, 2023 2:46:34 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
329,"Mar 29, 2023 2:48:03 pm","Mar 29, 2023 2:48:03 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
330,"Mar 29, 2023 2:48:55 pm","Mar 29, 2023 2:48:55 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
331,"Mar 29, 2023 2:49:42 pm","Mar 29, 2023 2:49:42 pm",Complete,English,Know about them,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this
