Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,Chrome desktop:A web feature must be supported by these browsers before you can use it:,Chrome on Android:A web feature must be supported by these browsers before you can use it:,Android Webview:A web feature must be supported by these browsers before you can use it:,Firefox desktop:A web feature must be supported by these browsers before you can use it:,Firefox on Android:A web feature must be supported by these browsers before you can use it:,Edge desktop:A web feature must be supported by these browsers before you can use it:,Internet Explorer:A web feature must be supported by these browsers before you can use it:,Safari desktop:A web feature must be supported by these browsers before you can use it:,Safari on iOS:A web feature must be supported by these browsers before you can use it:,Opera desktop:A web feature must be supported by these browsers before you can use it:,Opera on Android:A web feature must be supported by these browsers before you can use it:,Samsung Internet:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,"For those browsers, how far back do they need to support a feature before you can use it?","Do you need other browsers to be included in the compatibility tables on MDN? If so, tell us which ones:",How important is it for you to know about browser support for experimental features that must be enabled by the user?,How important is it for you to know whether a browser is planning to ship a feature behind a user preference in an upcoming release?
306,"Oct 19, 2022 4:48:07 am","Oct 19, 2022 4:48:07 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,,Opera desktop,,,,,,,,,Somewhat important,Very important
307,"Oct 19, 2022 4:56:31 am","Oct 19, 2022 4:56:31 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Neutral
308,"Oct 19, 2022 4:57:19 am","Oct 19, 2022 4:57:19 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Not important
309,"Oct 19, 2022 5:02:43 am","Oct 19, 2022 5:02:44 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,no,Very important,Very important
310,"Oct 19, 2022 5:11:41 am","Oct 19, 2022 5:11:41 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Not important,Not important
311,"Oct 19, 2022 5:31:08 am","Oct 19, 2022 5:31:08 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Very important
312,"Oct 19, 2022 5:37:23 am","Oct 19, 2022 5:37:23 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,,,,,,,,,Current major version is enough,,Very important,Very important
313,"Oct 19, 2022 5:37:59 am","Oct 19, 2022 5:37:59 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
314,"Oct 19, 2022 5:41:52 am","Oct 19, 2022 5:41:52 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,,,,,,Not important,Somewhat important
315,"Oct 19, 2022 5:45:23 am","Oct 19, 2022 5:45:23 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Very important
316,"Oct 19, 2022 5:46:10 am","Oct 19, 2022 5:46:10 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Somewhat important
317,"Oct 19, 2022 5:54:20 am","Oct 19, 2022 5:54:20 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Needs to be supported in current and previous major version,,Not important,Neutral
318,"Oct 19, 2022 5:55:51 am","Oct 19, 2022 5:55:51 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Somewhat important,Somewhat important
319,"Oct 19, 2022 5:59:18 am","Oct 19, 2022 5:59:18 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Somewhat important
320,"Oct 19, 2022 6:07:14 am","Oct 19, 2022 6:07:14 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Neutral
321,"Oct 19, 2022 6:19:37 am","Oct 19, 2022 6:19:37 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,,,Opera desktop,,,,Other - Please specify,,,,,Not important,Neutral
322,"Oct 19, 2022 6:25:59 am","Oct 19, 2022 6:25:59 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Very important,Somewhat important
323,"Oct 19, 2022 6:28:27 am","Oct 19, 2022 6:28:27 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Neutral
324,"Oct 19, 2022 6:39:28 am","Oct 19, 2022 6:39:28 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Somewhat important,Somewhat important
325,"Oct 19, 2022 6:44:56 am","Oct 19, 2022 6:44:56 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
326,"Oct 19, 2022 6:53:04 am","Oct 19, 2022 6:53:04 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,Android Webview,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
327,"Oct 19, 2022 7:20:08 am","Oct 19, 2022 7:20:08 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,all above,Neutral,Very important
328,"Oct 19, 2022 7:20:51 am","Oct 19, 2022 7:20:51 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,No,Very important,Very important
329,"Oct 19, 2022 7:33:12 am","Oct 19, 2022 7:33:13 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Neutral
330,"Oct 19, 2022 7:48:39 am","Oct 19, 2022 7:48:39 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Depends on the browser,,Neutral,Neutral
331,"Oct 19, 2022 7:57:08 am","Oct 19, 2022 7:57:08 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Somewhat important,Not important
332,"Oct 19, 2022 8:00:02 am","Oct 19, 2022 8:00:02 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,Very important,Very important
333,"Oct 19, 2022 8:11:12 am","Oct 19, 2022 8:11:12 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,Internet Explorer,,,,,,,,,,Current major version is enough,,Very important,Somewhat important
334,"Oct 19, 2022 8:12:55 am","Oct 19, 2022 8:12:55 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,Firefox on Android,,,Safari desktop,,,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
335,"Oct 19, 2022 8:14:44 am","Oct 19, 2022 8:14:44 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Very important,Somewhat important
336,"Oct 19, 2022 8:17:00 am","Oct 19, 2022 8:17:00 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,no,Somewhat important,Neutral
337,"Oct 19, 2022 8:31:41 am","Oct 19, 2022 8:31:42 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Somewhat important
338,"Oct 19, 2022 8:45:51 am","Oct 19, 2022 8:45:51 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,Other - Please specify,,Edge,Current major version is enough,,Neutral,Neutral
339,"Oct 19, 2022 8:50:46 am","Oct 19, 2022 8:50:46 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Very important,Very important
340,"Oct 19, 2022 9:13:12 am","Oct 19, 2022 9:13:12 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
341,"Oct 19, 2022 9:41:44 am","Oct 19, 2022 9:41:44 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
342,"Oct 19, 2022 10:05:53 am","Oct 19, 2022 10:05:53 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Very important,Very important
343,"Oct 19, 2022 10:07:33 am","Oct 19, 2022 10:07:34 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,,,Other - Please specify,,Brave,Needs to be supported in more than current and previous major version,Brave,Very important,Neutral
344,"Oct 19, 2022 10:09:15 am","Oct 19, 2022 10:09:15 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
345,"Oct 19, 2022 10:17:28 am","Oct 19, 2022 10:17:29 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,,Samsung Internet,,Other - Please specify,,Brave desktop,Needs to be supported in current and previous major version,Brave desktop,Not important,Not important
346,"Oct 19, 2022 10:18:04 am","Oct 19, 2022 10:18:04 am",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Somewhat important
347,"Oct 19, 2022 10:23:15 am","Oct 19, 2022 10:23:15 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,Safari on iOS,,Opera on Android,,,,,,Current major version is enough,,Somewhat important,Somewhat important
348,"Oct 19, 2022 10:41:28 am","Oct 19, 2022 10:41:28 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,
349,"Oct 19, 2022 10:51:42 am","Oct 19, 2022 10:51:42 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Somewhat important
350,"Oct 19, 2022 10:54:42 am","Oct 19, 2022 10:54:42 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
351,"Oct 19, 2022 11:00:01 am","Oct 19, 2022 11:00:01 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Somewhat important
352,"Oct 19, 2022 11:07:10 am","Oct 19, 2022 11:07:10 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,Opera on Android,Samsung Internet,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
353,"Oct 19, 2022 11:32:00 am","Oct 19, 2022 11:32:00 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,Chrome mobile,Very important,Somewhat important
354,"Oct 19, 2022 11:46:53 am","Oct 19, 2022 11:46:53 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Somewhat important
355,"Oct 19, 2022 12:01:38 pm","Oct 19, 2022 12:01:38 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,Edge desktop,,,,,,Samsung Internet,,Other - Please specify,,Vivaldi,Current major version is enough,,Somewhat important,Somewhat important
356,"Oct 19, 2022 12:03:08 pm","Oct 19, 2022 12:03:08 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
357,"Oct 19, 2022 12:16:55 pm","Oct 19, 2022 12:16:55 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Not important
358,"Oct 19, 2022 12:33:46 pm","Oct 19, 2022 12:33:47 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,Firefox on Android,,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,No,Very important,Somewhat important
359,"Oct 19, 2022 12:52:20 pm","Oct 19, 2022 12:52:20 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Very important,Very important
360,"Oct 19, 2022 1:09:26 pm","Oct 19, 2022 1:09:26 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Very important
361,"Oct 19, 2022 1:09:49 pm","Oct 19, 2022 1:09:49 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Somewhat important
362,"Oct 19, 2022 1:15:55 pm","Oct 19, 2022 1:15:55 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,Safari on iOS,Opera desktop,,,,,,,Current major version is enough,,Somewhat important,Somewhat important
363,"Oct 19, 2022 1:33:10 pm","Oct 19, 2022 1:33:10 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Very important,Very important
364,"Oct 19, 2022 2:11:09 pm","Oct 19, 2022 2:11:09 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Neutral
365,"Oct 19, 2022 2:30:59 pm","Oct 19, 2022 2:30:59 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Neutral
366,"Oct 19, 2022 2:42:00 pm","Oct 19, 2022 2:42:00 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,Internet Explorer,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Depends on the browser,,Very important,Very important
367,"Oct 19, 2022 2:48:08 pm","Oct 19, 2022 2:48:08 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,Internet Explorer,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
368,"Oct 19, 2022 3:10:33 pm","Oct 19, 2022 3:10:33 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
369,"Oct 19, 2022 3:22:57 pm","Oct 19, 2022 3:22:57 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,,,,,,,,,,Depends on the browser,,Very important,Very important
370,"Oct 19, 2022 3:35:43 pm","Oct 19, 2022 3:35:43 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Neutral
371,"Oct 19, 2022 4:13:36 pm","Oct 19, 2022 4:13:36 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
372,"Oct 19, 2022 4:40:41 pm","Oct 19, 2022 4:40:41 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Depends on the browser,,Neutral,Neutral
373,"Oct 19, 2022 4:44:53 pm","Oct 19, 2022 4:44:53 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Very important,Very important
374,"Oct 19, 2022 4:46:11 pm","Oct 19, 2022 4:46:11 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Neutral
